ID	Symbols	Sites	Effect	IGF1-DMSO-12hr	IGF1-DMSO-15min	IGF1-DMSO-24hr	IGF1-DMSO-2hr	IGF1-DMSO-30min	IGF1-DMSO-48hr	IGF1-DMSO-4hr	IGF1-DMSO-5min	IGF1-DMSO-60min	Serum-DMSO-12hr	Serum-DMSO-15min	Serum-DMSO-24hr	Serum-DMSO-2hr	Serum-DMSO-30min	Serum-DMSO-48hr	Serum-DMSO-4hr	Serum-DMSO-5min	Serum-DMSO-60min
Beclin	BECN1			0.321760355654653	0.333186767003507	0.326781390337971	0.31386086156311	0.301591948230334	0.302722555317254	0.321685746700791	0.315682279327941	0.305907642993738	0.293958859688808	0.315899528748527	0.331881077977989	0.281097743857815	0.301938219047311	0.300842671285015	0.32495341194906	0.331768334815627	0.314613875364792
Bid	BID			1.07969938365662	1.05980971416239	1.05810912540828	1.1654922774754	1.08837506144806	1.34634092835014	1.05445765788785	1.12735048460301	1.27568095882214	1.06237872015113	0.96191505307259	1.10796521673827	1.13293467402947	1.26098974540928	1.10140189541825	1.12210232053836	1.04276087618839	1.22915536381145
Bim	BCL2L11			0.688732377646964	0.657528807181364	0.707670282428297	0.732364038171392	0.647265823509547	0.698548154202587	0.647321471384786	0.649008161595636	0.622995284996679	0.666544867379987	0.708671364063821	0.623758508641516	0.678444916323822	0.715538201024587	0.566431623842956	0.626768130340884	0.751365138368897	0.892196530631771
C-Raf	RAF1			0.8852878683169	0.749014090034311	0.873699881451171	0.860052164071105	0.809167702524293	0.918630508066681	0.925789439110538	0.840567392352078	0.803035896214952	0.7359950162808	0.869304818203456	0.80803137550116	0.774905087750303	0.97084303597336	0.940693618411894	0.891164753117419	0.874611325809069	0.712778867843949
C-Raf_pS338	RAF1	S338	a	0.492472091288438	0.46796906312312	0.617271366247207	0.650636411990023	0.587060439599489	0.397586268397844	0.73369291225716	0.394520636922042	0.667351678367182	0.51195750033709	0.557926154569996	0.44550184615583	0.478011768859756	0.511550992952649	0.430907144056663	0.505383317430041	0.429567090590889	0.411894523119807
CD31	PECAM1			0.076688692799143	0.068162572460075	0.074479050699347	0.076156111970001	0.060229656439864	0.071825392853466	0.075216112796139	0.073776529581135	0.064562878036896	0.063590746156978	0.067797115881335	0.065561759599052	0.051299297884856	0.091811865042751	0.076329688732914	0.07078929463019	0.070271806100129	0.067931185613683
CDK1	CDK1			0.91633261015284	0.907761337758377	1.03465006131816	0.917118255267823	0.816167413686875	0.866545825157184	0.908016595422205	0.871799289507507	0.893824960690732	0.868136367003668	0.684442529468075	0.801195405675916	0.746939810604903	0.711475244366773	0.754277772959344	0.777943164725684	0.718054077282256	0.68184706315252
Caspase-3-cleaved	CASP3			0.17920963364659	0.153819492956238	0.172003656054528	0.167767248568775	0.163160097310277	0.164777581734831	0.174948444609812	0.16745515323129	0.182454784557187	0.143742839774429	0.1716992068453	0.162325704561102	0.160193661691542	0.164564436405456	0.160238967051239	0.168544920866556	0.176187613938287	0.149449002743205
Caspase-7-cleaved	CASP7			0.032503596818843	0.030344023351832	0.03131835134647	0.032139969858141	0.0318901868933	0.030202997010054	0.03296238660764	0.032605848555027	0.033450258095514	0.028212636413339	0.029119751656858	0.032368767967151	0.028186757502882	0.027550113249167	0.037815276746198	0.027868693544429	0.030250205636587	0.032558384501204
Caspase-9-cleaved	CASP9			0.287600148245696	0.309270498430166	0.254135085202439	0.27538635239524	0.362578553852188	0.277821343466631	0.265086278403097	0.316247929617331	0.318522547789655	0.309543006367182	0.315735903659244	0.290860743583502	0.340908584180386	0.303836886366777	0.284534401261861	0.280741510551585	0.300140544320769	0.399983448847943
Caveolin-1	CAV1			0.080433413593766	0.099140369788661	0.264246980942513	0.060114238902318	0.087832836636012	0.391321317123183	0.071486421905448	0.090139156068322	0.096340901406461	0.103123498191167	0.072794355556348	0.096583286923703	0.074314194035826	0.087978537576109	0.074706902707458	0.075092786631875	0.065163435999202	0.10346628106311
Chk1	CHEK1			0.362860147347715	0.384106062347935	0.340503028455673	0.347485499597259	0.37424023654427	0.370252001083912	0.333463690378765	0.389119325987888	0.373192434745666	0.355343191801307	0.365951333566834	0.382617926377931	0.400438399590814	0.35397647211513	0.347264650963469	0.351747389152185	0.341207063226465	0.346665783254636
Chk1_pS345	CHEK1	S345	a	0.274343994584593	0.223563758275841	0.242501916787219	0.207641308323375	0.224555001367046	0.225785358982595	0.23886468752618	0.2328010210677	0.214387540059626	0.251880218373893	0.2265509535122	0.249190147530735	0.238259119216572	0.237779424660997	0.241801928725625	0.226234191836345	0.224659009865862	0.230444928832991
Chk2	CHEK2			0.407324605701439	0.382221298321576	0.378705338524773	0.386263986397244	0.376109801468318	0.430998639357974	0.407003741871874	0.394621164918218	0.382905449191668	0.349955103935408	0.401543782141243	0.387245262195531	0.331900754586005	0.413365744888528	0.387489177365052	0.371322528634524	0.388664611681673	0.386292914937301
Chk2_pT68	CHEK2	T68	a	0.216765073464136	0.189109042604284	0.203132244718765	0.211818578381456	0.194370087443416	0.201260588792824	0.212703324768979	0.228764264831152	0.19969945029958	0.2027364478755	0.189409089283399	0.210911861638234	0.20017645123085	0.211390117518905	0.207297776964038	0.207426407561865	0.223957640500257	0.215468966332228
Claudin-7	CLDN7			2.54128681913411	2.20228907970207	2.62910627933804	3.40707192136781	2.39844509487943	3.38972736387461	2.69779865282024	2.41495651281147	2.15915280052076	2.14478890198439	2.83024518782483	2.9544870254877	2.33649336854865	2.25871216236491	3.22308749846704	2.42593413820689	2.82201540978767	2.14861811843916
Collagen-VI	COL6A1			4.15225219019722	3.49828821286987	2.77750887374898	3.74927917272138	3.30706169905217	2.58816559622203	3.15369182455623	3.56927676852486	2.8653185163624	3.43439747771727	2.00423710898449	2.67259074207708	3.44137729044974	3.25268458140428	4.05732858113741	2.92132504454548	3.88636152341793	5.19556156214341
Cox2	CMC2			0.952121614945926	1.09377978526011	0.916071916971163	0.851302777309807	1.29171037680412	1.18155441464857	1.05669606790508	1.07818146088985	1.25066501744112	1.05563835903749	1.26746778328289	1.08456076411346	1.27593954661281	1.25898289871201	1.22332247199844	0.926277931617407	1.02692451208875	1.04730641109048
Cyclin-B1	CCNB1			2.66849452169521	2.16211040074748	4.00415294379906	2.36766645107812	2.15598694728487	2.33746156180523	2.35426525570538	2.16734621203751	2.29825696802681	2.5025530070076	1.71789948113055	3.36413729792575	1.37469594657087	1.53195354378972	2.80524626239407	1.49237843381175	1.67007980401347	1.49272451618717
Cyclin-D1	CCND1			0.56921719490164	0.636450243852964	0.520213866620252	0.528130967621462	0.695934650921556	0.545891427556846	0.595071313720977	0.597644644661149	0.657399101934099	0.675097591644986	0.633958636099028	0.636524348824674	0.713180676744621	0.635785690480321	0.576436187663001	0.568810789530155	0.570589491737617	0.743407042907034
Cyclin-E1	CCNE1			0.696019939787661	0.585853810375699	0.55486282690488	0.619570808479145	0.561950646825818	0.525181155240998	0.653121434987337	0.617168290232869	0.532127118096304	0.787794518269304	0.618935078533309	0.70772353650172	0.619359260597954	0.632918734923287	0.693847504809816	0.699818149166306	0.672874816948577	0.644389055509781
DJ1	PARK7			0.594940249157999	0.723937156884314	0.533668365921307	0.662110222247585	0.694405867283758	0.529644692121579	0.598721335297398	0.605623467949628	0.659702919512615	0.724032986568131	0.633222578966109	0.639043403796183	0.819307885610144	0.564763289553097	0.635363401762286	0.723964366212936	0.631447483262538	0.769439136411483
DVL3	DVL3			0.435101318711228	0.357410128798823	0.423958259917243	0.365755144881028	0.367577199097608	0.402845178845435	0.415819258121042	0.380307070967325	0.392539050906545	0.420989654689473	0.363707546649674	0.432500271464274	0.327453394909566	0.38743051060965	0.419516867507321	0.379336232262289	0.385800567559576	0.337075063983938
E-Cadherin	CDH1			1.12902263150546	1.25974115888776	1.16021600379417	1.44039989975372	1.19552793664291	1.08801206284881	1.27496943657669	1.10488110948234	1.34188096354859	1.21346380054113	1.28831096518314	1.15729533229033	1.14456127797648	1.1474300636665	1.18276512946873	1.2147132588042	1.22821117084874	1.34329767830342
EGFR	EGFR			0.05994014522696	0.053913134349028	0.057967164604178	0.060807600157243	0.054372347817396	0.061738895504865	0.054863582055834	0.060543861010472	0.055348900198763	0.050302110061087	0.051860696240385	0.056130648839639	0.044368002823987	0.054514349991493	0.058720998213317	0.050918782290504	0.052622350331284	0.051811353589623
EGFR_pY1068	EGFR	Y1068|Y1069	a	0.078404748773876	0.092244216797201	0.10857140939753	0.089521832972676	0.080686243924086	0.126714377352048	0.083714807353595	0.084386243639342	0.083387936173759	0.084409008455189	0.089311157042312	0.091868189960481	0.070625819188111	0.084523336526763	0.089721696331769	0.084214301179521	0.09120677154536	0.082079847016017
EGFR_pY1173	EGFR	Y1173|Y1172	a	0.427757831570741	0.419018478405005	0.385535744920949	0.405620447520968	0.410913191145398	0.412591242595129	0.391807517991774	0.40962363036953	0.394189297713163	0.348514391377513	0.400367265600142	0.405169493821862	0.408613699679417	0.408625634270265	0.397869173343405	0.395206927565917	0.411945128492595	0.409384943982094
EGFR_pY992	EGFR	Y992	a	0.11442819815687	0.116439390764832	0.126224647259348	0.12139791159155	0.108108785253004	0.099218116396649	0.127583827438157	0.106715804153109	0.114118998141497	0.114690372701762	0.113912617522783	0.10601545413002	0.097638657882496	0.112562130425718	0.106985833429039	0.113553380592014	0.12981686817508	0.090634139814966
ER	ESR1			1.48988011022536	1.36671979823513	1.45690130170784	1.58984127708891	1.58614974782904	1.19364735890886	1.47719697301764	1.56260086946318	1.51774408605074	1.05965006081705	1.46308002740182	1.17657990894529	1.18717702018302	1.42566433647135	1.56983519480238	1.42665733186598	1.47200876908914	1.21902053596772
ER-a_pS118	ESR1	S118	a	0.887983483340049	0.775289265133844	0.853795021202193	0.784221026648135	0.870152404510875	0.76400107053726	0.811175688415006	0.9337456707359	0.783705486835284	0.623560477580074	0.73906479940337	0.662924651220293	0.551016553462515	0.713703981283917	0.662119604936586	0.684319425941284	1.02895198569776	0.569721398044846
ERCC1	ERCC1			0.620716770631259	0.619578712621556	0.613841447363279	0.568595559470082	0.65550623619909	0.601399969523718	0.620089350332257	0.648777861583631	0.696476416618071	0.67194634314729	0.630442023891824	0.668519831999297	0.677003319383699	0.622463945441615	0.584801994319346	0.597943429228762	0.579535468333206	0.65001099699426
FAK	PTK2			0.385752476663974	0.396885368476031	0.377061879392346	0.368543821945416	0.438273760363058	0.395775678021792	0.420479497967134	0.415799926142941	0.446262350090854	0.354372712218755	0.369208388291884	0.408387129928015	0.382251570352918	0.381954711709394	0.371970615692779	0.328874055726539	0.353235201126033	0.322129971818838
Fibronectin	FN1			0.038057609800202	0.033382793576892	0.035674688524738	0.036618301986298	0.037286940289367	0.035666319985708	0.037986232460867	0.038618137475023	0.037479608014498	0.048057574655668	0.076054070663759	0.041601741227379	0.039954473800873	0.041343869611376	0.060062726447962	0.042516190896757	0.043725713771365	0.052213681850533
FoxO3a	FOXO3			0.243432614788359	0.278367442852125	0.232119207072767	0.25063366296819	0.2494334077272	0.251095669377344	0.246863527664453	0.252331045150814	0.255173928718623	0.272983540604108	0.28463647613024	0.252694676118516	0.307103856320123	0.266137396933271	0.25953015448244	0.254641089908271	0.254008556765938	0.287420406713972
FoxO3a_pS318_S321	FOXO3	S318|S321	a	0.45512434154045	0.453904869340613	0.432444410318815	0.444994338748928	0.474482234702857	0.427280151181862	0.442865575250715	0.418681952391367	0.477611139853533	0.467947418036621	0.460302854710161	0.456562731449695	0.521484077822769	0.476229983044789	0.427095445774855	0.451800679990519	0.454215874734912	0.522739033193087
GATA3	GATA3			6.07126188959107	6.13551476605031	6.6441602907854	7.18647662300272	5.92555027493795	5.91787044400086	6.57197992494612	5.29841135084361	5.52301612566527	6.72565329493086	6.0955225337743	6.96313811309451	6.58280725210754	5.21045017467288	6.61698314811687	7.21149708255269	6.61247148492418	7.75387672838099
GSK-3a-b	GSK3A GSK3B			2.32900156427875	2.0767730576433	2.75274900975022	2.48072279327388	1.9381088280877	2.73953840746452	2.52174532566295	2.06926522744162	2.29783976735757	2.01690373681678	2.2747734561857	2.48591589206619	1.80563494714642	2.09213057055265	2.32761095344246	2.44455143544571	2.40492827572106	1.89217839305378
GSK-3a-b_pS21_S9	GSK3A GSK3B	S21 S9	i	1.9268276148222	1.98646219352651	1.84545795210702	2.11341495727578	2.04253441076741	1.91528239736754	2.19125062940193	1.66773780745511	1.96820001242087	1.65970720204508	1.72527419709237	1.59304024305402	1.76621111143171	1.77575274991028	1.98960545524355	1.85185921795113	1.56233438678918	1.73327430526584
GSK-3b_pS9	GSK3B	S9	i	2.13872875606985	1.99690929783726	2.06029791284293	2.29130857809706	2.35770219010256	2.10887347766241	2.17508870933098	1.859416351932	2.25422972953286	1.75493774787362	1.85903423319971	1.71497191011676	1.78676086555677	1.95890864001218	1.940678092041	1.91597451732781	1.65754587649473	1.85355112476867
HER2	ERBB2			0.444070168325899	0.777832535734314	0.489494158684491	0.497250598709465	0.762916123306685	0.919311372486777	0.544572242840991	0.554190508741238	0.757504315988615	0.660086089899141	0.671221529404785	0.717401166571861	0.932192357704596	0.587535197696142	0.525606617365553	0.490645764145175	0.495234675018268	0.787097485582111
HER2_pY1248	ERBB2	Y1248	a	1.17561916855361	1.42594371947632	1.2525192494977	1.19444825537231	1.53416791291136	1.30262120654852	1.31293127464956	1.2533887038689	1.43453388837966	1.43446428771618	1.58713007096803	1.32630056838173	1.52405288920285	1.8088290653329	1.26866233617431	1.28720743222818	1.37114956214847	1.5700198040428
HER3	ERBB3			1.2723509917658	2.12749048590831	1.45883078118353	2.29839705311341	2.34393230474006	1.45036152785243	1.77300208078493	2.48630847694609	2.31801368818919	1.63217650873782	2.53531377360288	1.76519306247551	2.05800771780458	2.47390734199583	2.14444419832324	2.13940422072451	2.18436780412121	2.35034959263389
IGF1R-b	IGF1R			2.26624903168246	2.46015009230843	2.2744902382554	2.47818958384592	2.52731639686307	2.57794325693864	2.30421911011403	2.4178438149165	2.47606186259298	2.75322231716048	2.82930467231184	2.74127745926349	2.94285016725499	2.59294518967379	2.47573181511936	2.46204436565966	2.65517976687982	3.17011902837727
IGFBP2	IGFBP2			0.534274235571492	0.517368771095165	0.555141653104233	0.492013898658426	0.459003864652917	0.510012440248816	0.471478082518858	0.454909610612327	0.490561350758527	0.494800114871001	0.460974741707792	0.500593128007021	0.446528969868521	0.438410131957444	0.477383435944714	0.478939311087403	0.457122112257482	0.486212720450331
INPP4b	INPP4B			1.24718773064594	1.3066331128157	1.31407148769631	1.3764592686773	1.39232891419778	1.07586079829166	1.39757559275436	1.44666252139187	1.41315826894285	1.43288778239598	1.57446519859529	1.50745604220227	1.45405645531593	1.50644019159637	1.63122925601001	1.460997872402	1.61513350677992	1.46937692937028
IRS1	IRS1			1.0035007733648	1.40872940034753	1.02206177088435	1.27961940368309	1.3213858022962	0.815413142506874	1.17982832978247	1.22226128788112	1.22520601150031	1.22758319932185	1.21949930845456	1.27163105125284	1.26124995559778	1.13031223485916	1.13328276180457	1.20020862302103	1.30567664573002	1.41992252880963
JNK2	MAPK9			1.296943533347	1.19300631374414	1.31091484087755	1.19108530595368	1.25471722887185	1.59317767197907	1.31942205734083	1.24979010507149	1.23387632111116	1.32423872706149	1.47482739917859	1.37412488632557	1.25055550467721	1.46164278034282	1.45489376766135	1.23912724577	1.32013347048517	1.23945361314098
JNK_pT183_Y185	MAPK8 MAPK9	T183|Y185 T183|Y185	a	0.181505475949579	0.22108558439355	0.171725444727391	0.182926124446032	0.220134171963988	0.157920781000465	0.183117555267348	0.221314363279167	0.190467175612101	0.224041384725516	0.242379649080165	0.193771080564973	0.236977320714312	0.271289127068347	0.207750044388385	0.209946322280164	0.222755563360759	0.227836418359906
MAPK_pT202_Y204	MAPK1 MAPK3	T185|Y187 T202|Y204	a	0.193267202080669	0.31624040285674	0.237307236606584	0.24604739482091	0.266218465952081	0.146944769768739	0.235959121545118	0.296340539479051	0.208771465368678	0.266540812892161	0.259913615671769	0.175911243082423	0.354847667313688	0.269260311980034	0.147832530423682	0.198354242938301	0.323157073507971	0.26557961584639
MEK1	MAP2K1			0.658612687125574	0.609521781952842	0.595922228616176	0.61183536325397	0.614326652858518	0.709779766172915	0.568985953879358	0.613277629125099	0.590272120900073	0.699802739487748	0.643965359338859	0.657117809525912	0.684130152667384	0.634402833339216	0.641170043153709	0.61750633915119	0.651137355057996	0.67613086369649
MEK1_pS217_S221	MAP2K1	S217|S218|S221|S222	a	0.183801519613219	0.220823023126098	0.193479934127776	0.208360443371182	0.180055540152116	0.146604970125937	0.18754760636414	0.188864595243394	0.154959921646022	0.261202262114368	0.174282162066767	0.146961628799754	0.313057148636709	0.166774565582456	0.153085756637005	0.172286857134937	0.171002616725769	0.156060053435923
MIG-6	ERRFI1			0.452765547420271	0.436980859040363	0.432330032162394	0.418726908982108	0.457683054138105	0.440698343496686	0.424149656121396	0.437125556297393	0.432808034937915	0.538247379018961	0.439077882783445	0.481780581950834	0.491251282036046	0.455027982191812	0.446493319362891	0.507145346519567	0.431319917307659	0.448037221608378
MSH2	MSH2			0.347274198963004	0.347605506189057	0.400553461238561	0.376138402443107	0.349893597476048	0.336115558616219	0.381345625733826	0.347494212962055	0.352587562249175	0.268569481817542	0.336131378654786	0.307540737651968	0.277766927944412	0.304236085670024	0.309630827895516	0.346643080154728	0.313930967976297	0.234990686208812
MSH6	MSH6			1.38995189222419	1.12809347759713	1.38193972274727	1.34817612640445	1.33857735180112	1.35056387135436	1.5527398448513	1.24226919852649	1.28803344036566	1.21641123737405	1.29457292551986	1.29800343062578	1.15886104771083	1.24945759798016	1.31515534581856	1.26649356623065	1.21395359178672	0.982110811628987
Merlin	NF2			3.74464797924622	4.60779048471338	3.93539277114366	3.83598114537487	4.97956436679857	4.78371858256336	3.87247576260706	4.0801559152594	4.84208375631883	5.90242125076598	5.35423752388648	5.97411045741605	5.58019278603946	4.61180881477156	4.84444946086957	3.84061855425378	4.16048712105063	5.65971597496833
Mre11	MRE11			0.461616602675264	0.430720088983827	0.461756132246622	0.428649796986397	0.424148813352252	0.429048652090092	0.455965301605942	0.445130027748191	0.423640947841006	0.397043076964849	0.422505448161073	0.438326419927028	0.418994802957695	0.453664088542556	0.449162130828961	0.447736604547797	0.423187258186682	0.436634646771621
N-Cadherin	CDH2			0.183713664027468	0.229644231272798	0.19403578138237	0.200228745779618	0.251131806395514	0.202933707451677	0.200996087004406	0.212001983230327	0.228455984266953	0.225821613728417	0.246421667365777	0.25263932877238	0.267196982151867	0.211151050884249	0.190101578480911	0.198441987132358	0.201213069700819	0.247047120465412
NF-kB-p65_pS536	RELA	S536	a	0.547368410326074	0.45052025509271	0.584533699256106	0.55766074930355	0.48272800664219	0.568713558625017	0.594736220567736	0.511476198177374	0.453334490923255	0.886171583492997	0.537879893271546	0.713115869770166	0.954823208222443	0.70281665857043	0.704059655293272	1.14291262073832	0.633513723790778	0.778546600285591
Notch1	NOTCH1			0.364818012913832	0.332542155782351	0.336563997721954	0.331085315791009	0.321398830791768	0.328133738805523	0.346185707721667	0.342310138355012	0.295142322078523	0.368811124657297	0.30607786974763	0.354654597610195	0.327111140720368	0.323738257374304	0.333448055084167	0.331179780577379	0.328409699358648	0.342092457352537
Notch3	NOTCH3			0.848511982553552	0.778349744549096	0.95046152726466	0.7971479362136	0.747121934245642	0.92050466679593	0.78831966640997	0.802122309467776	0.822544887246446	0.849513892837177	0.862172167789036	0.855439817784971	0.833678145083603	0.842547290025174	0.943868647399565	0.828944233011903	0.853705683381481	1.00924002531796
P-Cadherin	CDH3			1.73928404504011	1.75528030354191	1.61441795726689	1.81280330088071	1.69901229039297	1.81674463246473	1.67057425295363	1.69537752617468	1.55860117025398	1.69342864879329	1.77563868572393	1.69329115016163	1.6779817158778	1.55312987114277	1.7720397351244	1.58097380519406	1.81859441690518	1.90402154318879
PARP1	PARP1			0.14697715249118	0.135477176432002	0.149975894347009	0.155864053017373	0.119281894507985	0.147244488823685	0.145556938284693	0.149207740006305	0.131303726133288	0.144867881725111	0.12731210136709	0.13021579601075	0.109731468582757	0.147853336322	0.139917680509998	0.143990365895509	0.156115964301014	0.146512655770785
PCNA	PCNA			0.374067822122471	0.355597031109238	0.311770734104571	0.345772715007039	0.362620773848471	0.375430855271245	0.343233920340336	0.366584290393343	0.37562706436087	0.329415258971185	0.320037322062316	0.349685175581677	0.401469155316443	0.323560906803522	0.327287142076378	0.302460138348645	0.357503915728536	0.399774093150549
PDK1_pS241	PDPK1	S241	a	1.11674686415859	1.01787362060521	1.20764639313418	1.09611833478671	1.01217125454087	1.23873978442241	1.04698541310507	1.03587532660551	0.998516877113837	1.13244291002854	1.06526198500506	1.14488965260962	1.020988303378	1.10058113547849	1.20174179914705	1.05993204013373	1.11341600201682	1.14626380756459
PI3K-p110-a	PIK3CA			0.416257106728442	0.351914223424593	0.381875587038294	0.404701853971094	0.362077764565762	0.372998908253972	0.396130406832511	0.410237801606211	0.341326065960915	0.310757684968168	0.372270947780797	0.371080785193928	0.330636566090399	0.393770329975456	0.401336391406337	0.416897253013734	0.421080239682489	0.332680816996733
